Subsidiary ID,SF Account ID,Netsuite Product Code,netsuiteId,Quantity,Price,Date
5,0011p00002UpwV7AAJ,279,,502,0.6,01/11/2022
6,0010800002sOzYkAAK,279,,1,1.05,01/11/2022
5,0011p00002jEoKuAAK,281,,191,0.42,01/11/2022
5,0011p00002jEoKuAAK,279,,199,0.9,01/11/2022
5,0011p00002eoHfPAAU,279,,851,1.0,01/11/2022
9,0012400000ajGbTAAU,282,,21,0.93,01/11/2022
9,0012400000ajGbTAAU,279,,20,1.36,01/11/2022
5,0011p00001jjokLAAQ,278,,28,3.53,01/11/2022
6,0011p00002kvCPZAA2,279,,1,1.5,01/11/2022
9,0011p00001pKzs7AAC,282,,18,0.69,01/11/2022
9,0011p00001pKzs7AAC,281,,1416,0.43,01/11/2022
9,0011p00001pKzs7AAC,279,,1436,0.88,01/11/2022
15,0010800002oOodkAAC,279,,14,1.2,01/11/2022
15,0010800002oOodkAAC,281,,14,0.6,01/11/2022
15,0011p00002cMhc9AAC,279,,3,1.5,01/11/2022
15,0011p00002cMhc9AAC,282,,3,1.5,01/11/2022
15,00108000030C3ybAAC,279,,124,0.7,01/11/2022
15,00108000030C3ybAAC,1889,,125,0.25,01/11/2022
15,00108000030C3ybAAC,282,,124,1.7,01/11/2022
15,0011p00002dG0l6AAC,282,,7,0.45,01/11/2022
15,0011p00002dG0l6AAC,279,,7,0.61,01/11/2022
5,0011p00002eoHezAAE,279,,2,1.0,01/11/2022
5,0011p00001uOjfsAAC,279,,350,0.64,01/11/2022
5,0011p00001uOjfsAAC,282,,350,0.45,01/11/2022
5,0011p00001uOjfsAAC,281,,3,0.4,01/11/2022
5,0011p00001dylEJAAY,279,,22,0.75,01/11/2022
5,0011p00001dylEJAAY,281,,22,0.45,01/11/2022
5,0011p00002YFB2pAAH,279,,47,1.31,01/11/2022
5,0011p00002YFB2pAAH,282,,32,0.92,01/11/2022
5,0010800002wbj4EAAQ,279,,15,1.5,01/11/2022
15,0011p00002R6EWyAAN,279,,17,0.84,01/11/2022
15,0011p00002R6EWyAAN,281,,17,0.52,01/11/2022
5,0012400000KbBV4AAN,279,,30,1.28,01/11/2022
5,0012400000KbBV4AAN,282,,28,0.9,01/11/2022
5,0012400000KbBV4AAN,281,,2,0.69,01/11/2022
5,0011p000029NCgoAAG,279,,20,1.4,01/11/2022
5,0011p000029NCgoAAG,281,,5,0.85,01/11/2022
5,0012400000cD49dAAC,281,,2793,0.2,01/11/2022
5,0012400000cD49dAAC,279,,4508,0.47,01/11/2022
15,0010800002lZ9JvAAK,291,,3,0.3,01/11/2022
15,0010800002lZ9JvAAK,282,,3,1.2,01/11/2022
15,0010800002lZ9JvAAK,279,,3,1.7,01/11/2022
5,0011p00002hCltQAAS,279,,108,1.31,01/11/2022
5,00108000039ghBwAAI,281,,1,0.8,01/11/2022
5,00108000039ghBwAAI,279,,1,1.6,01/11/2022
15,0011p00002RBn5nAAD,279,,115,0.55,01/11/2022
15,0011p00002eni4RAAQ,279,,2,0.85,01/11/2022
15,0011p00002eni4RAAQ,281,,2,0.48,01/11/2022
5,0011p00001uOfHQAA0,1889,294,319,0.31,01/11/2022
5,0011p00001uOfHQAA0,1889,1880,319,0.31,01/11/2022
9,0010800002wcjlDAAQ,3653,,58,0.45,01/11/2022
5,0011p00002ki4Z8AAI,281,,3277,0.12,01/11/2022
5,0011p00002ki4Z8AAI,278,,3273,3.53,01/11/2022
5,0011p00002aBC60AAG,281,,993,1.22,01/11/2022
5,0011p00002aBC60AAG,278,,987,3.53,01/11/2022
15,0010800002pdTFzAAM,281,,6,0.7,01/11/2022
15,0010800002pdTFzAAM,282,,45,1.0,01/11/2022
15,0010800002pdTFzAAM,279,,59,1.1,01/11/2022
15,0010800002pdTFzAAM,291,,2,0.54,01/11/2022
5,0011p00001UfhNPAAZ,279,,2,1.5,01/11/2022
5,0011p00001SGDYCAA5,279,,2482,0.63,01/11/2022
5,0011p00001SGDYCAA5,281,,2416,0.29,01/11/2022
5,0012400000bZ7sEAAS,281,,150,0.49,01/11/2022
5,0012400000bZ7sEAAS,3012,,15,0.41,01/11/2022
5,0012400000bZ7sEAAS,282,,151,0.55,01/11/2022
5,0012400000bZ7sEAAS,279,,335,0.79,01/11/2022
5,00108000033Im0fAAC,279,,49,1.08,01/11/2022
5,00108000033Im0fAAC,281,,48,0.55,01/11/2022
5,00108000033JErdAAG,282,,2,1.2,01/11/2022
5,00108000033JErdAAG,279,,2,1.6,01/11/2022
15,0011p00002JoAOVAA3,279,,37,0.66,01/11/2022
15,0011p00002JoAOVAA3,281,,31,0.38,01/11/2022
6,0010800002yr2SlAAI,282,,6,0.6,01/11/2022
6,0010800002yr2SlAAI,279,,11,0.87,01/11/2022
5,00108000033qrbFAAQ,279,,7,1.4,01/11/2022
5,00108000033qrbFAAQ,281,,7,0.8,01/11/2022
5,0011p00002m0tcHAAQ,291,,1,0.26,01/11/2022
5,0011p00002m0tcHAAQ,279,,1,0.95,01/11/2022
5,0010800002sOVGiAAO,279,,3,1.64,01/11/2022
5,001080000326Q6RAAU,279,,192,0.9,01/11/2022
5,001080000326Q6RAAU,281,,191,0.6,01/11/2022
5,0010800002sdMprAAE,279,,66,1.08,01/11/2022
5,0010800002sdMprAAE,281,,65,0.72,01/11/2022
5,0012400000hdJ18AAE,281,,1,0.88,01/11/2022
5,0012400000hdJ18AAE,282,,6,0.92,01/11/2022
5,0012400000hdJ18AAE,279,,7,1.54,01/11/2022
6,0010800002tjKR6AAM,281,,6,0.24,01/11/2022
6,0010800002tjKR6AAM,279,,6,0.4,01/11/2022
5,0011p00002eoHeaAAE,282,,13,1.15,01/11/2022
5,0011p00002eoHeaAAE,3653,,11,0.43,01/11/2022
5,0011p00002eoHeaAAE,279,,13,1.62,01/11/2022
5,0010800002qrwMlAAI,279,,802,1.1,01/11/2022
5,0010800002qrwMlAAI,281,,807,0.59,01/11/2022
5,0011p00002eoHfoAAE,279,,568,0.87,01/11/2022
5,0011p00002eoHfoAAE,281,,570,0.42,01/11/2022
15,0010800002vVCsOAAW,279,,287,0.58,01/11/2022
15,0010800002vVCsOAAW,282,,287,0.6,01/11/2022
5,00108000030Bl08AAC,279,,1,1.83,01/11/2022
9,0011p00001VWG4MAAX,279,,59,0.85,01/11/2022
9,0011p00001VWG4MAAX,281,,58,0.32,01/11/2022
5,0011p00002bNZOEAA4,281,,57,0.85,01/11/2022
5,0011p00002bNZOEAA4,279,,57,1.45,01/11/2022
5,0010800002sfFp1AAE,279,,2,1.46,01/11/2022
5,0011p00002jxyvDAAQ,279,,2,1.4,01/11/2022
5,0011p00001s0K1aAAE,279,,13,1.35,01/11/2022
5,0011p00001s0K1aAAE,281,,9,0.75,01/11/2022
6,0011p00002eoHcDAAU,291,,53,0.12,01/11/2022
6,0011p00002eoHcDAAU,282,,53,0.45,01/11/2022
6,0011p00002eoHcDAAU,1889,,53,0.13,01/11/2022
6,0011p00002eoHcDAAU,279,,53,0.45,01/11/2022
5,0011p00002UoRlHAAV,279,,17,0.5,01/11/2022
5,0011p00002UoRlHAAV,281,,17,0.3,01/11/2022
5,0011p00001cSbdnAAC,278,,2,3.53,01/11/2022
5,0010800002qt2X8AAI,279,,14,1.23,01/11/2022
5,0010800002qt2X8AAI,281,,14,0.65,01/11/2022
5,0011p00002JougaAAB,279,,42,0.66,01/11/2022
5,0010800002thMTiAAM,291,,7,0.38,01/11/2022
5,0010800002thMTiAAM,279,,8,1.6,01/11/2022
9,0011p00001f3agKAAQ,278,,5,3.53,01/11/2022
5,0011p00002Uopf8AAB,281,,1,0.39,01/11/2022
5,0011p00002Uopf8AAB,282,,10,0.77,01/11/2022
5,0011p00002Uopf8AAB,279,,14,0.89,01/11/2022
5,0011p0000298H7HAAU,278,294,356,3.53,01/11/2022
5,0011p00001SHrtJAAT,279,,15,1.08,01/11/2022
5,0011p00001SHrtJAAT,1889,,15,0.17,01/11/2022
5,0011p00001SHrtJAAT,282,,15,0.67,01/11/2022
6,0010800002sfXngAAE,279,,33,1.1,01/11/2022
6,0010800002sfXngAAE,291,,33,0.3,01/11/2022
6,0010800002sfXngAAE,282,,33,0.75,01/11/2022
15,0010800002wbYEPAA2,1889,,44,0.67,01/11/2022
15,0010800002wbYEPAA2,281,,44,0.34,01/11/2022
15,0010800002wbYEPAA2,279,,44,0.63,01/11/2022
17,0011p00002i8g67AAA,282,,3,1.21,01/11/2022
17,0011p00002i8g67AAA,279,,3,1.82,01/11/2022
17,0011p00002i8g67AAA,288,,3,1.86,01/11/2022
15,0010800002xp1wiAAA,291,,3,0.3,01/11/2022
15,0010800002xp1wiAAA,282,,1,1.0,01/11/2022
15,0010800002xp1wiAAA,279,,3,1.0,01/11/2022
15,0011p00001cSKOTAA4,278,,943,3.53,01/11/2022
15,0011p00001cSKOTAA4,282,,943,0.29,01/11/2022
15,001080000387I3wAAE,281,,13,1.22,01/11/2022
15,001080000387I3wAAE,279,,193,1.0,01/11/2022
15,001080000387I3wAAE,282,,180,0.67,01/11/2022
9,0011p00002guZMSAA2,281,,4,0.93,01/11/2022
9,0011p00002guZMSAA2,279,,4,1.5,01/11/2022
5,0011p00002hC2sqAAC,279,,4,1.4,01/11/2022
5,0011p00002hC2sqAAC,281,,5,0.9,01/11/2022
5,0011p00002RCBcDAAX,279,,14,1.29,01/11/2022
5,0011p00002RCBcDAAX,282,,14,0.85,01/11/2022
5,0011p00001f1n1pAAA,281,,1,0.71,01/11/2022
5,0011p00001f1n1pAAA,279,,2,1.21,01/11/2022
5,0011p00001f1n1pAAA,282,,1,0.88,01/11/2022
5,0012400000R5nTYAAZ,279,,38650,0.17,01/11/2022
5,0012400000R5nTYAAZ,281,,35252,0.17,01/11/2022
5,0011p00002eoHYnAAM,281,,827,0.42,01/11/2022
5,0011p00002eoHYnAAM,279,,1009,0.63,01/11/2022
5,0011p00002eoHYnAAM,282,,187,0.42,01/11/2022
6,00108000034x8IDAAY,3012,,6,0.5,01/11/2022
6,00108000034x8IDAAY,279,,6,1.0,01/11/2022
5,0010800002scnoUAAQ,279,,6,1.0,01/11/2022
5,0010800002scnoUAAQ,282,,6,0.62,01/11/2022
5,0011p00002bN0kWAAS,281,,36,0.73,01/11/2022
5,0011p00002bN0kWAAS,282,,35,0.85,01/11/2022
5,0011p00002bN0kWAAS,278,,35,3.53,01/11/2022
6,00108000030Bz3XAAS,279,,1,0.83,01/11/2022
6,00108000030Bz3XAAS,291,,1,0.22,01/11/2022
6,00108000030Bz3XAAS,282,,1,0.85,01/11/2022
6,0011p00001lrMjzAAE,279,,81,0.57,01/11/2022
6,0011p00001lrMjzAAE,282,,86,0.4,01/11/2022
6,0011p00001s0QvMAAU,279,,1501,0.33,01/11/2022
6,0011p00001s0QvMAAU,281,,1507,0.2,01/11/2022
6,0011p00001s0QvMAAU,278,,2,3.53,01/11/2022
5,0010800002oMyHqAAK,281,,735,0.29,01/11/2022
5,0010800002oMyHqAAK,278,,827,3.53,01/11/2022
5,0010800002oMyHqAAK,291,,957,0.27,01/11/2022
9,001080000349UrzAAE,3780,,3,0.33,01/11/2022
9,001080000349UrzAAE,279,,3,0.95,01/11/2022
9,001080000349UrzAAE,281,,3,0.6,01/11/2022
5,0011p000029M3KhAAK,281,,895,0.95,01/11/2022
5,0011p000029M3KhAAK,279,,894,0.95,01/11/2022
5,0010800002qse4AAAQ,281,,98,0.34,01/11/2022
5,0010800002qse4AAAQ,279,,99,0.89,01/11/2022
6,0011p00002dvao2AAA,282,,83,0.43,01/11/2022
6,0011p00002dvao2AAA,279,,83,0.58,01/11/2022
6,0011p00002dvao2AAA,281,,1,0.43,01/11/2022
5,0010800002ysVnmAAE,282,,1,1.0,01/11/2022
5,0010800002ysVnmAAE,279,,1,1.5,01/11/2022
5,00124000008TtEnAAK,289,,57,3.74,01/11/2022
5,0010800002peSggAAE,279,,1,1.5,01/11/2022
5,0010800002peSggAAE,281,,2,1.22,01/11/2022
5,0010800002xyBSeAAM,279,,2,1.6,01/11/2022
5,0010800002xyBSeAAM,3653,,2,0.35,01/11/2022
5,0010800002xyBSeAAM,281,,2,0.75,01/11/2022
5,0010800002xyBSeAAM,1889,,2,0.2,01/11/2022
5,0010800002sc9EWAAY,279,,25,1.24,01/11/2022
5,0010800002sc9EWAAY,281,,25,0.62,01/11/2022
10,0011p00002fcxLaAAI,291,,2,23.5,01/11/2022
5,0012400000caPNtAAM,279,,581,0.67,01/11/2022
5,0012400000caPNtAAM,281,,579,0.33,01/11/2022
5,0012400000bZMgPAAW,279,,4226,0.43,01/11/2022
5,0012400000bZMgPAAW,281,,10147,0.23,01/11/2022
5,00108000033rabRAAQ,281,,50,0.52,01/11/2022
5,00108000033rabRAAQ,279,,50,1.1,01/11/2022
9,0011p00001b0podAAA,281,,1,1.22,01/11/2022
9,0011p00001b0podAAA,279,,1,0.99,01/11/2022
6,0011p00002cMpKJAA0,282,,55,0.77,01/11/2022
6,0011p00002cMpKJAA0,288,,5,1.42,01/11/2022
6,0011p00002cMpKJAA0,279,,55,1.05,01/11/2022
15,0010800002yrzywAAA,281,,18,0.45,01/11/2022
15,0010800002yrzywAAA,279,,18,0.77,01/11/2022
5,0010800002sObSiAAK,279,,1,1.48,01/11/2022
5,0010800002sObSiAAK,282,,1,0.98,01/11/2022
9,0012400000ctLDBAA2,279,,755,0.71,01/11/2022
5,0012400000XF3auAAD,289,,1755,1.3,01/11/2022
15,0010800002wbYCYAA2,279,,2677,2.56,01/11/2022
15,0010800002wbYCYAA2,281,,2702,0.32,01/11/2022
15,0010800002sdpgUAAQ,279,,183,1.1,01/11/2022
15,0010800002sdpgUAAQ,281,,184,0.65,01/11/2022
15,0010800002oNiLAAA0,281,,62,0.36,01/11/2022
15,0010800002oNiLAAA0,279,,63,0.78,01/11/2022
5,0011p00002erVO9AAM,291,,6,0.36,01/11/2022
5,0011p00002erVO9AAM,278,,8,3.53,01/11/2022
5,0011p00002erVO9AAM,282,,1,1.02,01/11/2022
5,0010800002vVbDbAAK,279,,23,1.4,01/11/2022
5,0010800002vVbDbAAK,282,,23,0.95,01/11/2022
6,0012400001LvulUAAR,291,,116,0.25,01/11/2022
6,0012400001LvulUAAR,279,,123,0.9,01/11/2022
6,0012400001LvulUAAR,281,,121,1.22,01/11/2022
5,0011p00002l4rSjAAI,279,,5,1.6,01/11/2022
5,0011p00001ZguzLAAR,279,,25,1.08,01/11/2022
5,0011p00001ZguzLAAR,281,,25,0.55,01/11/2022
6,0011p00002YFBNzAAP,279,,2080,0.75,01/11/2022
6,0011p00002YFBNzAAP,282,,1509,0.65,01/11/2022
6,0011p00002iAEO2AAO,278,294,331,3.53,01/11/2022
5,0011p00002m274mAAA,281,,2,0.95,01/11/2022
5,0011p00002m274mAAA,278,,2,3.53,01/11/2022
5,0011p00002GroxbAAB,279,,36,1.46,01/11/2022
5,0010800002qqmvrAAA,279,,25,1.34,01/11/2022
5,0010800002qqmvrAAA,281,,25,0.73,01/11/2022
5,0012400001L6Vt9AAF,279,,866,0.69,01/11/2022
5,0012400001L6Vt9AAF,281,,870,0.29,01/11/2022
5,0012400000bZA9eAAG,278,,7668,3.53,01/11/2022
5,0012400000bZA9eAAG,281,,423,0.15,01/11/2022
5,0012400000bZA9eAAG,282,,7288,0.18,01/11/2022
5,0011p00002YIjWEAA1,278,1880,119,3.53,01/11/2022
5,0011p00002YIjWEAA1,278,294,119,3.53,01/11/2022
5,0010800002thOpqAAE,291,,2,0.5,01/11/2022
5,0010800002thOpqAAE,279,,2,1.4,01/11/2022
5,0010800002thOpqAAE,281,,2,0.7,01/11/2022
5,001240000149ni7AAA,281,,265,0.34,01/11/2022
5,001240000149ni7AAA,279,,280,0.76,01/11/2022
5,0012400000ct6XCAAY,278,,638,3.53,01/11/2022
5,0012400000ct6XCAAY,3012,,84,0.35,01/11/2022
5,0012400000ct6XCAAY,282,,455,0.5,01/11/2022
15,00108000030CR4yAAG,279,,304,0.34,01/11/2022
15,00108000030CR4yAAG,281,,306,0.2,01/11/2022
5,0010800002n3HwzAAE,279,,261,0.97,01/11/2022
5,0010800002n3HwzAAE,281,,263,0.47,01/11/2022
6,0012400000ycSOXAA2,281,294,95,1.22,01/11/2022
5,00108000030EC91AAG,279,,2,0.8,01/11/2022
5,00108000030EC91AAG,281,,3,0.45,01/11/2022
15,00108000036vbzTAAQ,279,,1,1.5,01/11/2022
15,00108000036vbzTAAQ,281,,1,1.5,01/11/2022
15,00108000036vbzTAAQ,288,,1,2.6,01/11/2022
15,00108000036vbzTAAQ,291,,1,0.4,01/11/2022
17,0010800002vUn3kAAC,279,,10,0.79,01/11/2022
17,0010800002vUn3kAAC,281,,10,1.22,01/11/2022
15,001080000348yOvAAI,282,,70,0.75,01/11/2022
15,001080000348yOvAAI,279,,77,0.75,01/11/2022
10,0011p00002dxP8HAAU,279,,4281,10.0,01/11/2022
5,0011p00002dFxWGAA0,279,,6191,0.3,01/11/2022
5,0011p00002dFxWGAA0,282,,6211,0.3,01/11/2022
15,0010800002mnH7WAAU,291,,2,0.3,01/11/2022
9,0012400000cQCcVAAW,281,,32,0.27,01/11/2022
9,0012400000cQCcVAAW,279,,32,0.58,01/11/2022
6,0010800002qtYqoAAE,279,,2,1.36,01/11/2022
6,0011p00002YHcSBAA1,1889,,216,0.18,01/11/2022
6,0011p00002YHcSBAA1,279,,215,0.69,01/11/2022
6,0011p00002YHcSBAA1,281,,216,1.22,01/11/2022
5,0011p0000207GclAAE,279,,497,0.85,01/11/2022
5,0011p0000207GclAAE,281,,500,0.45,01/11/2022
5,0011p0000207GclAAE,1889,,501,0.23,01/11/2022
5,0011p000029NrraAAC,279,,7,1.5,01/11/2022
5,0012400000kCpJQAA0,279,,1052,0.72,01/11/2022
5,0012400000kCpJQAA0,281,,197,0.36,01/11/2022
5,0012400001AF1DjAAL,279,,14,1.52,01/11/2022
5,0012400001AF1DjAAL,281,,14,0.98,01/11/2022
17,0010800002yraCVAAY,279,,28,1.46,01/11/2022
5,0012400000dBAW6AAO,288,,93,0.85,01/11/2022
5,0012400000dBAW6AAO,279,,90,0.95,01/11/2022
5,0012400000dBAW6AAO,281,,90,0.5,01/11/2022
5,0010800002sGVNIAA4,291,,35,0.33,01/11/2022
5,0011p00002hEhtcAAC,279,,999,0.46,01/11/2022
5,0011p00002hEhtcAAC,281,,1009,0.22,01/11/2022
5,0010800002y0x2XAAQ,279,,2240,0.4,01/11/2022
5,0012400000hddlaAAA,279,,79,0.9,01/11/2022
5,0012400000hddlaAAA,282,,79,0.55,01/11/2022
6,0012400000V0nSpAAJ,279,,10000,0.24,01/11/2022
5,0012400000i1FfwAAE,1889,1880,141,0.67,01/11/2022
5,0011p00002UoPikAAF,281,,5,0.39,01/11/2022
5,0011p00002UoPikAAF,278,,6,3.53,01/11/2022
15,0011p00002jCfTyAAK,291,,3,0.4,01/11/2022
15,0011p00002jCfTyAAK,281,,3,0.7,01/11/2022
15,0011p00002jCfTyAAK,279,,3,1.3,01/11/2022
15,0011p00002jCfTyAAK,1889,,2,0.4,01/11/2022
6,00108000037RhTPAA0,279,,21,1.5,01/11/2022
6,00108000037RhTPAA0,281,,24,1.0,01/11/2022
6,00108000032p16NAAQ,279,,1,1.38,01/11/2022
6,00108000032p16NAAQ,281,,1,0.77,01/11/2022
9,0012400000cQCb6AAG,281,,174,0.4,01/11/2022
9,0012400000cQCb6AAG,279,,180,0.87,01/11/2022
5,0010800002moRc1AAE,281,,13,1.0,01/11/2022
5,0010800002moRc1AAE,279,,13,1.5,01/11/2022
17,0010800002xyH1vAAE,282,,24,0.59,01/11/2022
17,0010800002xyH1vAAE,279,,24,0.87,01/11/2022
15,0010800002vT8bRAAS,281,,212,0.4,01/11/2022
15,0010800002vT8bRAAS,279,,216,0.7,01/11/2022
9,0011p00002628SXAAY,279,,95,0.72,01/11/2022
9,0011p00002628SXAAY,291,,82,0.17,01/11/2022
9,0011p00002628SXAAY,281,,86,0.3,01/11/2022
5,00108000032oDN9AAM,3012,,37,0.35,01/11/2022
5,00108000032oDN9AAM,279,,37,0.65,01/11/2022
5,0010800002tgz5gAAA,291,,63,0.28,01/11/2022
5,0010800002tgz5gAAA,281,,63,0.53,01/11/2022
5,0010800002tgz5gAAA,279,,63,1.1,01/11/2022
5,0011p00002Db8WlAAJ,279,,176,1.16,01/11/2022
5,0011p00002Db8WlAAJ,282,,174,0.8,01/11/2022
5,0011p00002R6mtLAAR,279,,2713,0.27,01/11/2022
5,0011p00002R6mtLAAR,1889,,2690,0.11,01/11/2022
5,0011p00002R6mtLAAR,281,,2702,0.14,01/11/2022
5,0011p00002cPZCxAAO,279,,53,0.85,01/11/2022
5,0010800002sbkKAAAY,279,,6,1.21,01/11/2022
5,0010800002sbkKAAAY,282,,6,0.8,01/11/2022
5,0012400001OXIDRAA5,279,,31,1.19,01/11/2022
5,00124000010AAVvAAO,279,,368,0.65,01/11/2022
5,00124000010AAVvAAO,281,,25,0.3,01/11/2022
5,00124000010AAVvAAO,282,,260,0.4,01/11/2022
15,0011p00002cJCCAAA4,279,,1,0.87,01/11/2022
15,0011p00002cJCCAAA4,282,,1,0.56,01/11/2022
5,0011p00002RC1kRAAT,279,,38,0.92,01/11/2022
5,0011p00002RC1kRAAT,281,,37,1.22,01/11/2022
5,0010800002scu3uAAA,281,,35,0.62,01/11/2022
5,0010800002scu3uAAA,279,,35,1.39,01/11/2022
9,00124000008TtEAAA0,281,,108,0.71,01/11/2022
9,00124000008TtEAAA0,279,,108,1.09,01/11/2022
5,0012400001N11ncAAB,278,,5,3.53,01/11/2022
5,0012400001N11ncAAB,288,,6,1.3,01/11/2022
17,0010800002oLsJ2AAK,279,,4,1.75,01/11/2022
5,0010800002oMBL4AAO,279,,53,1.82,01/11/2022
5,0010800002oMBL4AAO,281,,54,1.53,01/11/2022
5,001240000097LPXAA2,279,,31,0.62,01/11/2022
5,001240000097LPXAA2,3653,,260,0.2,01/11/2022
9,0011p00002dFTt0AAG,279,,16,1.4,01/11/2022
